Player,Year,Position,Height,Major,Major_Category,Link,Hometown,High_School,High_School_in_PR,Institution,State,Institution_Link,Conference,Division
Sammyra Albarrán,Jr.,OH,5-7,Education,Social Sciences,https://fmuathletics.com/roster.aspx?rp_id=1318&path=wvball,San Germán,Academia de la Inmaculada Concepción,Y,Florida Memorial University,Florida,https://fmuathletics.com/index.aspx?path=wvball,The Sun Conference,NAIA
Paola Santiago,So.,OH,5-9,Pre-physical therapy,Health and Medicine,https://uicflames.com/sports/womens-volleyball/roster/paola-santiago/6283,San Juan,Colegio Católico Notre Dame,Y, University of Illinois at Chicago,Illinois,https://uicflames.com/index.aspx?path=wvball,Horizon League,NCAA DI
Lara Herrero,So.,OH,5-8,Undeclared,,https://assumption.prestosports.com/sports/wvball/2019-20/bios/herrero_lara_h1oo?view=bio,San Juan,Academia María Reina,Y,Assumption College,Massachusetts,https://assumption.prestosports.com/sports/wvball/index,Northeast-10 Conference,NCAA DII
Natalie Tricoche,Jr.,DS,5-6,,,http://www.bethanyswedes.com/roster/18/1/10212.php,San Juan,Academia San Jorge,Y,Bethany College,Kansas,http://www.bethanyswedes.com/sport/0/1,Kansas Collegiate Athletic Conference,NAIA
Gabriela López,So.,L/OH,,NA,NA,https://wisconsin.bscbobcats.com/sports/wvball/2019-20/bios/lopez_gabriela_56oj,San Juan,Fountain Christian Bilingual School,Y,Bryant & Stratton College,Wisconsin,https://wisconsin.bscbobcats.com/sports/beachvball/index,NJCAA Region 4,NJCAA DII
Evelis Vicenty,So.,S,,NA,NA,https://wisconsin.bscbobcats.com/sports/wvball/2019-20/bios/vicenty_evelis_njre,San Juan,University High School,Y,Bryant & Stratton College,Wisconsin,https://wisconsin.bscbobcats.com/sports/beachvball/index,NJCAA Region 4,NJCAA DII
Kelly Rosario,So.,S,,NA,NA,https://www.wranglersports.net/sports/wvball/2019-20/bios/rosario_kelly_3p67?view=profile,San Juan,St. Mary's School,Y,Cisco College,Texas,https://www.wranglersports.net/sports/wvball/index,NJCAA Region 5,NJCAA DI
Aleyshka Quiñones,So.,S,5-4,NA,NA,https://redravenathletics.com/sports/wvball/2019-20/bios/quinones_aleyshka_abzu,San Juan,Academia Bautista de Puerto Nuevo,Y,Coffeyville Community College,Kansas,https://redravenathletics.com/sports/wvball/index,NJCAA Region 6,NJCAA DII
Giovana Larregui,So.,OH/DS,5-8,NA,NA,http://www.cfpatriots.net/sports/wvball/2019-20/bios/larregui_giovana_mbrw?view=profile,San Juan,Sunshine High School,N,College of Central Florida,Florida,http://www.cfpatriots.net/sports/wvball/index,NJCAA Region 8,NJCAA DI
Nicole Rodríguez,So.,L,,NA,NA,https://dscfalcons.com/sports/wvball/2019-20/bios/rodriguez_nicole_8qdu?view=bio,San Juan,Osceola High School,N,Daytona State College,Florida,https://dscfalcons.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Lina Bernier,Sr.,DS/L,5-11,Biomedical Engineering,S.T.E.M.,https://fiusports.com/sports/womens-volleyball/roster/lina-bernier/7406,San Juan,Colegio San Antonio,Y,Florida International University,Florida,https://fiusports.com/index.aspx?path=wvball,Conference USA,NCAA DI
Francheska Rivera,Jr.,S,,Biology,S.T.E.M.,https://fmuathletics.com/roster.aspx?rp_id=1322&path=wvball,San Juan,Escuela del Deporte de San Juan,Y,Florida Memorial University,Florida,https://fmuathletics.com/index.aspx?path=wvball,The Sun Conference,NAIA
Sheila Villagrasa,Sr.,S,5-9,,,https://floridatechsports.com/sports/womens-volleyball/roster/sheila-villagrasa/13604,San Juan,St. Mary's School,Y,Florida Technical College,Florida,https://floridatechsports.com/index.aspx?path=wvball,Sunshine State Conference,NCAA DII
Stephanie Sánchez,So.,L,5-3,Biomedicine,S.T.E.M.,https://kuseahawks.com/sports/womens-volleyball/roster/stephanie-sanchez/3625,San Juan,Colegio La Piedad,Y,Keiser University,Florida,https://kuseahawks.com/index.aspx?path=wvball,The Sun Conference,NAIA
Lyx Berdecia,Fr.,OH,5-7,NA,NA,https://laredo.prestosports.com/sports/wvball/2019-20/bios/berdecia_lyx_u06v?view=profile,San Juan,Colegio Nuestra Señora de Guadalupe,Y,Laredo College,Texas,https://laredo.prestosports.com/sports/wvball/index,NJCAA Region 14,NJCAA DI
Gabriela Martínez,So.,OH,5-9,International Business,Business,http://www.loyolawolfpack.com/roster/16/16/2897.php,San Juan,Academia María Reina,Y,Loyola University New Orleans,Louisiana,http://www.loyolawolfpack.com/index.php,Southern States Athletic Conference,NAIA
María Pérez,Sr.,L,5-4,Vessel Operations Technology,S.T.E.M.,https://www.marinersports.org/sports/wvball/2019-20/bios/perez_maria_qv3d?view=bio,San Juan,Colegio Nuestra Señora de Belén,Y,Maine Maritime Academy,Maine,https://www.marinersports.org/sports/wvball/index,North Atlantic Conference,NCAA DIII
Noshka González Sánchez,So.,,5-5,,,https://mecathletics.com/sports/womens-volleyball/roster/noshka-gonzalez-sanchez/2294,San Juan,East Harlem Renaissance,N,Medgar Evers College,New York,https://mecathletics.com/index.aspx?path=wvball,City University of New York Athletic Conference,NCAA DIII
Gregna Fuentes,So.,S,5-4,Education,Social Sciences,http://www.montreatcavaliers.com/roster/42/5/5685.php,San Juan,Dr. Phillips High School,N,Montreat College,North Carolina,http://www.montreatcavaliers.com/sport/0/5,Appalachian Athletic Conference,NAIA
Yaidettive Vega,So.,OH/RSH,6-1,Criminal Justice,Public and Social Services,https://njcugothicknights.com/sports/womens-volleyball/roster/yaidettive-vega/3831,San Juan,Dickinson,N,New Jersey City University,New Jersey,https://njcugothicknights.com/index.aspx?path=wvball,New Jersey Athletic Conference,NCAA DIII
Cecilia Rocafort,Fr.,S,5-8,Chemistry,S.T.E.M.,https://ohiostatebuckeyes.com/sports/w-volley/roster/season/2020-21/cecilia-rocafort/,San Juan,Academia María Reina,Y,Ohio State University,Ohio,https://ohiostatebuckeyes.com/sports/w-volley/,Big Ten Conference,NCAA DI
Natalia Quiñones,Sr.,MB,6-0,Accounting,Business,https://paceuathletics.com/sports/womens-volleyball/roster/natalia-quinones/5545,San Juan,Colegio La Piedad,Y,Pace University,New York,https://paceuathletics.com/sports/womens-volleyball,Northeast-10 Conference,NCAA DII
Génesis Soto,So.,RSH,5-8,Biology,S.T.E.M.,https://queensknights.com/sports/womens-volleyball/roster/genesis-soto/3368,San Juan,Colegio San Antonio,Y,Queens College,New York,https://queensknights.com/index.aspx?path=wvball,East Coast Conference,NCAA DII
Fabiola Rosado,Sr.,DS,5-1,Sport Business,Health and Medicine,https://saintleolions.com/sports/womens-volleyball/roster/fabiola-rosado/4636,San Juan,McKeel Academy of Technology,N,Saint Leo University,Florida,https://saintleolions.com/index.aspx?path=wvball,Sunshine State Conference,NCAA DII
Sofía Adorno,Jr.,RSH,5-8,Marketing,Business,https://stubobcats.com/sports/womens-volleyball/roster/sofia-adorno/4719,San Juan,Colegio Santa Rosa,Y,St. Thomas University,Florida,https://stubobcats.com/index.aspx?path=wvball,The Sun Conference,NAIA
Eva Torruella,Sr.,NA,6-0,Fine Art,Arts and Humanities,https://tulanegreenwave.com/sports/womens-beach-volleyball/roster/eva-torruella/6582,San Juan,Saint John's School,Y,Tulane University,Louisiana,https://tulanegreenwave.com/index.aspx?path=wbvball,Coastal Collegiate Sports Association,NCAA DI BVB
Fabiola Rivas,Sr.,DS,5-5,Health Sciences,Health and Medicine,https://ucfknights.com/sports/womens-volleyball/roster/faby-ribas/10632,San Juan,Dr. Phillips High School,N,University of Central Florida,Florida,https://ucfknights.com/index.aspx?path=wvball,American Athletic Conference,NCAA DI
Cecilia Thon,So.,S,5-7,Political Sciences,Social Sciences,https://gopurpleaces.com/sports/womens-volleyball/roster/cecilia-thon/4846,San Juan,Academia del Perpetuo Socorro,Y,University of Evansville,Indiana,https://gopurpleaces.com/index.aspx?path=vball,Missouri Valley Conference,NCAA DI
Paula Cerame,Jr.,DS/L,5-8,Social & Behavioral Sciences,Social Sciences,https://floridagators.com/sports/womens-volleyball/roster/paula-cerame/13507,San Juan,Academia Santo Tomás de Aquino,Y,University of Florida,Florida,https://floridagators.com/index.aspx?path=volleyball,Southeastern Conference,NCAA DI
Natalia Cruz,Sr.,DS/L,5-9,,,https://goumary.com/sports/womens-volleyball/roster/natalia-cruz/4901,San Juan,Wesleyan Academy,Y,University of Mary,North Dakota,https://goumary.com/index.aspx?path=wvball,Northern Sun Intercollegiate Conference,NCAA DII
Katerina Rocafort,Sr.,S,5-8,Biology,S.T.E.M.,https://mgoblue.com/sports/womens-volleyball/roster/katerina-rocafort/18973,San Juan,Academia María Reina,Y,University of Michigan,Michigan,https://mgoblue.com/index.aspx?path=wvball,Big Ten Conference,NCAA DI
Andrea Fuentes,So.,S,5-9,Biology,S.T.E.M.,https://mutigers.com/sports/womens-volleyball/roster/andrea-fuentes/7876,San Juan,Baldwin School of Puerto Rico,Y,University of Missouri,Missouri,https://mutigers.com/index.aspx?path=wvball,Southeastern Conference,NCAA DI
Dariana Hollingsworth Santana,Jr.,OH / RSH,6-1,Biology,S.T.E.M.,https://mutigers.com/sports/womens-volleyball/roster/dariana-hollingsworth-santana/7877,San Juan,Colegio Adianez,Y,University of Missouri,Missouri,https://mutigers.com/index.aspx?path=wvball,Southeastern Conference,NCAA DI
Itzel Cruz,Fr.,DS/L,5-3,Forensic Science,Public and Social Services,https://newhavenchargers.com/sports/womens-volleyball/roster/itzel-cruz/10525,San Juan,Colegio Católico Notre Dame,Y,University of New Haven,Connecticut,https://newhavenchargers.com/index.aspx?path=wvball,Northeast-10 Conference,NCAA DII
Rocío Moro,Fr.,DS/L,5-5,Nursing,Health and Medicine,https://unfospreys.com/roster.aspx?rp_id=9611&path=wvball,San Juan,Escuela del Deporte de San Juan,Y,University of North Florida,Florida,https://unfospreys.com/index.aspx?path=wvball,Atlantic Sun Conference,NCAA DI
Camilla Covas,Fr.,DS,5-6,International Business,Business,https://gamecocksonline.com/sports/womens-volleyball/roster/camilla-covas/6444,San Juan,Academia María Reina,Y,University of South Carolina,South Carolina,https://gamecocksonline.com/index.aspx?path=wvball,Southeastern Conference,NCAA DI
Anixa Rosa Martínez,Fr.,OH,5-8,,,https://gocuhawks.com/sports/womens-volleyball/roster/anixa-rosa-martinez/4071,San Lorenzo,Colegio Adianez,Y,Chowan University,North Carolina,https://gocuhawks.com/index.aspx?path=wvball,Conference Carolinas,NCAA DII
Yuleishka Hernández,Fr.,DS/L,5-3,NA,NA,https://www.colbytrojans.com/sports/wvball/2019-20/bios/hernandez-yuleishka?view=bio,San Sebastián,Carib Christian School,Y,Colby Community College,Kansas,https://www.colbytrojans.com/sports/wvball/index,NJCAA Region 6,NJCAA DI
Erica González,Fr.,S,5-8,NA,NA,https://laredo.prestosports.com/sports/wvball/2019-20/bios/gonzalez_erica_cristina_cchs,San Sebastián,Escuela Patria Latorre Ramírez,Y,Laredo College,Texas,https://laredo.prestosports.com/sports/wvball/index,NJCAA Region 14,NJCAA DI
Hecsiris Hernández,So.,DS/L,,NA,NA,https://wisconsin.bscbobcats.com/sports/wvball/2019-20/bios/hernandez_hecsiris_h6ww,Santa Isabel,Escuela Elvira M. Colón,Y,Bryant & Stratton College,Wisconsin,https://wisconsin.bscbobcats.com/sports/beachvball/index,NJCAA Region 4,NJCAA DII
Andrea Serra,Jr.,OH,5-10,Business Marketing,Business,https://aicyellowjackets.com/sports/womens-volleyball/roster/andrea-serra/8514,Toa Alta,Colegio Puertorriqueño de Niñas,Y,American International College,Massachusetts,https://aicyellowjackets.com/sports/womens-volleyball,Northeast-10 Conference,NCAA DII
Jaylianne Ramos,So.,OH/Opp,5-6,Biology,S.T.E.M.,https://www.ecblazers.com/sports/wvball/2019-20/bios/ramos_jaylianne_9b3q?view=bio,Toa Alta,Saint John II Academy,N,Elms College,Massachusetts,https://www.ecblazers.com/sports/wvball/index,New England Collegiate Conference,NCAA DIII
Andrea Méndez,Fr.,DS,5-5,Communication Studies,Social Sciences,https://www.emersonlions.com/sports/wvball/2019-20/bios/mendez_andrea_um2t?view=profile,Toa Alta,Colegio De La Salle,Y,Emerson College,Massachusetts,https://www.emersonlions.com/sports/wvball/index,New England Women's and Men's Athletic Conference,NCAA DIII
Alondra Díaz Sánchez,So.,DS/L,5-4,Biology,S.T.E.M.,https://www.felicianathletics.com/sports/wvball/2019-20/bios/diaz_sanchez_alondra_d3on?view=bio,Toa Alta,Colegio De La Salle,Y,Felician University,New Jersey,https://www.felicianathletics.com/sports/wvball/index,Central Atlantic Collegiate Conference,NCAA DII
Génesis Santiago,Fr.,DS/L,,NA,NA,https://www.fccbobcats.com/sports/wvball/2019-20/bios/santiago_genesis_ru07,Toa Alta,,N,Frontier Community College,Illinois,https://www.fccbobcats.com/sports/wvball/index,NJCAA Region 24,NJCAA DII
Fabiola Meléndez Rivera,So.,DS,5-3,,,https://hoodathletics.com/sports/womens-volleyball/roster/fabiola-melendez-rivera/5058,Toa Alta,Academia Santo Tomás de Aquino,Y,Hood College,Maryland,https://www.hoodathletics.com/sports/wvball/index,MAC Commonwealth Conference,NCAA DIII
Julianne Ortiz,So.,DS/L,5-7,NA,NA,https://www.ncsasports.org/womens-volleyball-recruiting/puerto-rico/bayamon/emadrian-bilingual-school/julianne-ortiz,Toa Alta,Emadrian Bilingual School,Y,Independence Community College,Kansas,,NJCAA Region 6,NJCAA DI
Alejandra Rodríguez,Sr.,L,5-4,Business management,Business,https://gobobcats.com/sports/womens-volleyball/roster/alejandra-rodriguez/8089,Toa Alta,Divine Savior,N,Quinnipiac University,Connecticut,https://gobobcats.com/index.aspx?path=wvball,Metro Atlantic Athletic Conference,NCAA DI
Katirya Hernández Martínez,So.,DS,5-6,Education,Social Sciences,http://www.sauknights.com/sport/volleyball/roster/katirya-hernandez-martinez,Toa Alta,Wagner High School,N,St. Andrews University,North Carolina,http://www.sauknights.com/sport/volleyball,Appalachian Athletic Conference,NAIA
Isabel Vega,So.,OH,5-8,Biology,S.T.E.M.,https://twuathletics.com/sports/womens-volleyball/roster/isabel-vega/1209,Toa Alta,Colegio Rosa-Bell,Y,Texas Woman's University,Texas,https://twuathletics.com/index.aspx?path=wvball,Lone Star Conference,NCAA DII
Alondra Vázquez,So.,OH,5-11,Exercise Science,Interdisciplinary Studies,https://gopurpleaces.com/sports/womens-volleyball/roster/alondra-vazquez/4847,Toa Alta,Academia Discípulos de Cristo,Y,University of Evansville,Indiana,https://gopurpleaces.com/index.aspx?path=vball,Missouri Valley Conference,NCAA DI
Naomi Eckert,Fr.,S,5-8,Health Science,Health and Medicine,https://aicyellowjackets.com/sports/womens-volleyball/roster/naomi-eckert/8517,Toa Baja,Antilles High School,Y,American International College,Massachusetts,https://aicyellowjackets.com/sports/womens-volleyball,Northeast-10 Conference,NCAA DII
Amanda Vega,Fr.,S,,NA,NA,https://wisconsin.bscbobcats.com/sports/wvball/2019-20/bios/vega_amanda_xorm,Toa Baja,Bayamón Military Academy,Y,Bryant & Stratton College,Wisconsin,https://wisconsin.bscbobcats.com/sports/beachvball/index,NJCAA Region 4,NJCAA DII
Alondra Cruz,Fr.,S,5-5,NA,NA,https://athletics.clarendoncollege.edu/PreviewPlayer.aspx?ID=30730,Toa Baja,,,Clarendon College,Texas,https://athletics.clarendoncollege.edu/Volleyball,NJCAA Region 5,NJCAA DI
Seliann Concepción,So.,OH,5-8,NA,NA,https://redravenathletics.com/sports/wvball/2019-20/bios/concepcion_seliann_41z8,Toa Baja,Academia Discípulos de Cristo,Y,Coffeyville Community College,Kansas,https://redravenathletics.com/sports/wvball/index,NJCAA Region 6,NJCAA DII
Gabrielle Soto,So.,OH,,NA,NA,https://dscfalcons.com/sports/wvball/2019-20/bios/soto_gabrielle_bqqd?view=bio,Toa Baja,Colegio De Diego de Carolina,Y,Daytona State College,Florida,https://dscfalcons.com/sports/wvball/index,NJCAA Region 8,NJCAA DI
Jaylibeth García,Fr.,MB,6-1,,,https://ecupirates.com/sports/womens-volleyball/roster/jaylibeth-garcia/10459,Toa Baja,Bayamón Military Academy,Y,East Carolina University,North Carolina,https://ecupirates.com/index.aspx?path=wvball,American Athletic Conference,NCAA DI
Nayeli Cruz Martínez,Fr.,MH/RSH,5-8,Criminology,Social Sciences,https://www.gowarriorathletics.com/sports/wvball/2019-20/bios/cruz_martinez_nayeli_wo04?view=bio,Toa Baja,Wilbur Cross,N,Eastern Connecticut State University,Connecticut,https://www.gowarriorathletics.com/sports/wvball/index,Little East Conference,NCAA DIII
Danishka Roble,So.,OH/DS,,NA,NA,https://www.fccbobcats.com/sports/wvball/2019-20/bios/roble_danishka_2728,Toa Baja,,N,Frontier Community College,Illinois,https://www.fccbobcats.com/sports/wvball/index,NJCAA Region 24,NJCAA DII
Neyshlian Román Concepción,Jr.,DS/L,5-5,Criminal Justice,Public and Social Services,https://www.gbcathletics.com/roster.aspx?rp_id=2025&path=wvball,Toa Baja,Academia Discípulos de Cristo,Y,Goldey-Beacom College,Delaware,https://www.gbcathletics.com/index.aspx?path=wvball,Central Atlantic Collegiate Conference,NCAA DII
Hannia Ríos Escalera,So.,S,5-5,NA,NA,https://www.ncsasports.org/womens-volleyball-recruiting/puerto-rico/bayamon/emadrian-bilingual-school/hannia-rios-escalera,Toa Baja,Emadrian Bilingual School,Y,Independence Community College,Kansas,,NJCAA Region 6,NJCAA DI
Freysha Rivera,Jr.,RSH/OH,5-6,Criminology,Social Sciences,https://johnjayathletics.com/sports/womens-volleyball/roster/freysha-rivera/2902,Toa Baja,South Plainfield,N,John Jay College,New York,https://johnjayathletics.com/sports/womens-volleyball,City University of New York Athletic Conference,NCAA DIII
Karla Seda,Jr.,L,5-2,Biology,S.T.E.M.,https://saintpeterspeacocks.com/sports/womens-volleyball/roster/karla-seda/3099,Toa Baja,University Gardens High School,Y,Saint Peter's University,New Jersey,https://saintpeterspeacocks.com/index.aspx?path=wvball,Metro Atlantic Athletic Conference,NCAA DI
Alondrah Santana Rodríguez,Fr.,MB,6-1,Pre-Veterinary Sciences,Health and Medicine,http://www.tsutigers.com/volleyball/roster/2019-20/7504/alondrah-santana-rodriguez/,Toa Baja,Academia Discípulos de Cristo,Y,Tennessee State University,Tennessee,http://www.tsutigers.com/volleyball/,Ohio Valley Conference,NCAA DI
Solimar Cestero,So.,OH,6-0,Undecided,,https://unfospreys.com/roster.aspx?rp_id=9600&path=wvball,Toa Baja,Colegio De La Salle,Y,University of North Florida,Florida,https://unfospreys.com/index.aspx?path=wvball,Atlantic Sun Conference,NCAA DI
Henielys Ramos,Fr.,S/RSH,5-9,Health Sciences,Health and Medicine,https://griffinathletics.com/sports/womens-volleyball/roster/henielys-ramos/4041,Trujillo Alto,Cupeyville School,Y,Chestnut Hill College,Pennsylvania,https://griffinathletics.com/index.aspx?path=wvball,Central Atlantic Collegiate Conference,NCAA DII
Lydimar Soto De Los Santos,Fr.,DS,5-5,Criminal Justice,Public and Social Services,https://www.concordiaclippers.com/sports/wvball/2019-20/bios/soto_lydimar_kazg?view=profile,Trujillo Alto,Academia Bautista de Puerto Nuevo,Y,Concordia College New York,New York,https://www.concordiaclippers.com/sports/wvball/index,Central Atlantic Collegiate Conference,NCAA DII
Jasmal Cruz,Fr.,L,5-7,Biological Sciences,S.T.E.M.,https://dsuhornets.com/sports/womens-volleyball/roster/jasmal-cruz/2832,Trujillo Alto,St. Mary's School,Y,Delaware State University,Delaware,https://dsuhornets.com/index.aspx?path=vb,Mid-Eastern Athletic Conference,NCAA DI
Charisse Lazú,Fr.,MB,5-7,,,https://www.fisherfalcons.com/sports/wvball/2019-20/bios/lazu_charisse_5hx4,Trujillo Alto,Escuela del Deporte de San Juan,Y,Fisher College,Massachusetts,https://www.fisherfalcons.com/sports/wvball/index,Association of Independent Institutions,NAIA
Génesis Soto,Jr.,DS/L,5-2,,,https://sfcathletics.com/sports/womens-volleyball/roster/genesis-soto/3681,Trujillo Alto,Grace Christian School,N,St. Francis College,New York,https://sfcathletics.com/index.aspx?path=vball,Northeast Conference,NCAA DI
Gabriella Gracia Badillo,Jr.,S,5-6,Business,Business,https://ramsports.net/sports/womens-volleyball/roster/gabriella-gracia-badillo/5668,Trujillo Alto,Colegio San Antonio,Y,Texas Wesleyan University,Texas,https://ramsports.net/index.aspx?path=wvball,Sooner Athletic Conference,NAIA
Paola Morales Vázquez,Fr.,MB/Opp,5-9,NA,NA,https://www.ncsasports.org/womens-volleyball-recruiting/puerto-rico/utuado/luis-munoz-rivera/paola-morales-vazquez,Utuado,Escuela Luis Muñoz Rivera,Y,Independence Community College,Kansas,,NJCAA Region 6,NJCAA DI
Joise Maldonado,So.,NA,6-2,Language,Arts and Humanities,https://roarlions.com/sports/womens-beach-volleyball/roster/joise-maldonado/1865,Vega Alta,Colegio Carmen Sol,Y,University of North Alabama,Alabama,https://roarlions.com/index.aspx?path=beach_volleyball,Atlantic Sun Conference,NCAA DI BVB
Yelianiz Torres,Fr.,OH,5-7,Psychology,Social Sciences,https://bgsufalcons.com/sports/womens-volleyball/roster/yelianiz-torres/7597,Vega Baja,Piaget Bilingual Academy,Y,Bowling Green State University,Ohio,https://bgsufalcons.com/index.aspx?path=wvball,Mid-American Conference,NCAA DI
Angelie Rivera,Fr.,OH,,NA,NA,https://wisconsin.bscbobcats.com/sports/wvball/2019-20/bios/rivera_angelie_982f,Vega Baja,Christian Military Academy,Y,Bryant & Stratton College,Wisconsin,https://wisconsin.bscbobcats.com/sports/beachvball/index,NJCAA Region 4,NJCAA DII
Valeria Rodríguez,Fr.,NA,,,,https://wisconsin.bscbobcats.com/sports/beachvball/2019-20/bios/rodriguez_valeria_ohzi,Vega Baja,Christian Military Academy,Y,Bryant & Stratton College,Wisconsin,https://wisconsin.bscbobcats.com/sports/beachvball/index,,NJCAA DII BVB
Anadys Valentín,Fr.,OH,5-11,Mass Communications,Social Sciences,https://dsuhornets.com/sports/womens-volleyball/roster/anadys-chimelis-valentin/2831,Vega Baja,Colegio Puertorriqueño de Niñas,Y,Delaware State University,Delaware,https://dsuhornets.com/index.aspx?path=vb,Mid-Eastern Athletic Conference,NCAA DI
Natalia García,Jr.,S,5-3,Health Science,Health and Medicine,https://mercyathletics.com/sports/womens-volleyball/roster/natalia-garcia/2899,Vega Baja,Christian Military Academy,Y,Mercy College,New York,https://mercyathletics.com/index.aspx?path=wvball,East Coast Conference,NCAA DII
Alondra García,Fr.,S,5-5,NA,NA,https://www.monroecollegemustangs.com/sports/womens-volleyball/roster/alondra-garcia/5854,Vega Baja,Christian Military Academy,Y,Monroe College,New York,https://www.monroecollegemustangs.com/index.aspx?path=wvball,NJCAA Region 15,NJCAA DI
Gabriela Martínez,Sr.,DS,5-2,,,http://www.nmuwildcats.com/sports/wvball/2019-20/bios/martinez_gabriela_y511?view=bio,Vega Baja,Colegio Marista,Y,Northern Michigan University,Michigan,http://www.nmuwildcats.com/sports/wvball/index,Great Lakes Intercollegiate Athletic Conference,NCAA DII
Nayrelis Pantoja Santos,Sr.,DS/L,5-6,Criminal Justice Management,Public and Social Services,https://webberathletics.com/sports/womens-volleyball/roster/nayrelis-pantoja-santos/6829,Vega Baja,Christian Military Academy,Y,Webber International University,Florida,https://webberathletics.com/index.aspx?path=wvball,The Sun Conference,NAIA
